6	tocrawl
1	tocrawl
7	tocrawl
1	tocrawl
6	tocrawl
1821	tocrawl
282	tocrawl
282	tocrawl
563	tocrawl
240	tocrawl
292	tocrawl
292	tocrawl
282	tocrawl
282	tocrawl
better01.sinaapp.com	tocrawl
5498	tocrawl
1913	tocrawl
344	tocrawl
http://221.176.14.94/cdsrc.ctfs.ftn.qq.com/ftn_handler/62dc901cdf9a305e8675d5d1720764c18ee99499db1f788e8f25724d6a8ea1723c083798b82f9f466ac947ad7ec8171583b474074fe8c204d87310a923537c54/双头龙入肛.mp4	tocrawl
http://221.176.14.94/cdsrc.ctfs.ftn.qq.com/ftn_handler/62dc901cdf9a305e8675d5d1720764c18ee99499db1f788e8f25724d6a8ea1723c083798b82f9f466ac947ad7ec8171583b474074fe8c204d87310a923537c54/双头龙入肛.mp4	tocrawl
Connect	tocrawl
338	tocrawl
574	tocrawl
POST	tocrawl
172	tocrawl
3	tocrawl
545	tocrawl
708	tocrawl
235540	tocrawl
2	tocrawl
4962	tocrawl
4798	tocrawl
39836	tocrawl
4745	tocrawl
40267	tocrawl
322	tocrawl
392	tocrawl
10496	tocrawl
313	tocrawl
329	tocrawl
2	tocrawl
2	tocrawl
196	tocrawl
367	tocrawl
2170	tocrawl
351	tocrawl
2170	tocrawl
610	tocrawl
382	tocrawl
944	tocrawl
430	tocrawl
40155	tocrawl
504	tocrawl
2635	tocrawl
599	tocrawl
312	tocrawl
384	tocrawl
329	tocrawl
384	tocrawl
384	tocrawl
384	tocrawl
7718	tocrawl
14315	tocrawl
3067	tocrawl
488	tocrawl
682	tocrawl
586	tocrawl
3	tocrawl
505	tocrawl
1	tocrawl
330	tocrawl
40	tocrawl
4	tocrawl
565	tocrawl
2861	tocrawl
Connect	tocrawl
1096	tocrawl
492	tocrawl
588	tocrawl
302	tocrawl
Connect	tocrawl
605	tocrawl
501	tocrawl
672	tocrawl
1012	tocrawl
2450	tocrawl
2349	tocrawl
635	tocrawl
1	tocrawl
3	tocrawl
3	tocrawl
3	tocrawl
3	tocrawl
3	tocrawl
1	tocrawl
3	tocrawl
3	tocrawl
431	tocrawl
Connect	tocrawl
Connect	tocrawl
2480	tocrawl
516	tocrawl
404	tocrawl
2	tocrawl
2	tocrawl
Connect	tocrawl
Connect	tocrawl
329	tocrawl
Connect	tocrawl
Connect	tocrawl
210	tocrawl
210	tocrawl
1	tocrawl
329	tocrawl
305	tocrawl
2	tocrawl
556	tocrawl
Apache-HttpClient/UNAVAILABLE (java 1.4)	tocrawl
264	tocrawl
224	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
2	tocrawl
755	tocrawl
608	tocrawl
890	tocrawl
755	tocrawl
892	tocrawl
704	tocrawl
502	tocrawl
172	tocrawl
336	tocrawl
3	tocrawl
2	tocrawl
626	tocrawl
3	tocrawl
339	tocrawl
613	tocrawl
464	tocrawl
http://app.adsofts.cn/action/connect/active?app_id=3fe23c1a9f592ec42abf6a7d012841ba&udid=865662012462439&imsi=460003778631834&net=cmnet&base=adsofts.cn&app_version=3.7&sdk_version=1.6.10&device_name=TE600+&device_brand=Ctyon&y=2d81b1d11e11ae7de129d3cce29a958c&device_type=android&os_version=4.1.2&country_code=CN&language=zh&cid=83mdas8k2mj0g70r4b0b68ko9kgr2dk6&act=com.androidemu.harvechise.ReceiverRestrictedContext&channel=gfan&device_width=320&device_height=480&at=1374609806979	tocrawl
POST	tocrawl
POST	tocrawl
448	tocrawl
POST	tocrawl
POST	tocrawl
POST	tocrawl
POST	tocrawl
1075	tocrawl
Connect	tocrawl
234	tocrawl
783	tocrawl
330	tocrawl
3874	tocrawl
9918	tocrawl
609	tocrawl
6200	tocrawl
234	tocrawl
7609	tocrawl
4454	tocrawl
8427	tocrawl
533	tocrawl
354	tocrawl
694	tocrawl
541	tocrawl
53510	tocrawl
350	tocrawl
1638	tocrawl
6783	tocrawl
7403	tocrawl
Connect	tocrawl
Connect	tocrawl
220	tocrawl
Connect	tocrawl
387	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
214	tocrawl
3	tocrawl
3	tocrawl
3	tocrawl
2352205	tocrawl
426	tocrawl
306	tocrawl
392	tocrawl
308	tocrawl
308	tocrawl
better01.sinaapp.com	tocrawl
262	tocrawl
536	tocrawl
572	tocrawl
647	tocrawl
52	tocrawl
52	tocrawl
52	tocrawl
52	tocrawl
52	tocrawl
http://hz.ftn.qq.com/ftn_handler/8c7730604b425d98a4f58902334acbcf926bf4efa1a8ae8f0b0411472eeddd80674cb66779a2cac97b124e28dbf3a9d73f4d5b43684371f14b468eac32f580bf/Hotchinese缁冧範娲炴礊鍚炶泲鍚愯泲.wmv	tocrawl
372	tocrawl
Connect	tocrawl
Connect	tocrawl
574	tocrawl
532	tocrawl
303	tocrawl
0	tocrawl
713	tocrawl
532	tocrawl
